The outcome data of São Geraldo do Araguaia, BR: Lat & Lon --> -6.4006,-48.555 Weather Date --> 11/13/21 Weather --> Temperature, Max Temp and Min Temp: 28 & 28 & 28 Humidity: 63 Clouds: 96 Wind Speed: 0.35
The outcome data of Yellowknife, CA: Lat & Lon --> 62.456,-114.3525 Weather Date --> 11/13/21 Weather --> Temperature, Max Temp and Min Temp: -1.66 & -1.44 & -2.06 Humidity: 100 Clouds: 90 Wind Speed: 4.12
The outcome data of Srednekolymsk, RU: Lat & Lon --> 67.45,153.6833 Weather Date --> 11/13/21 Weather --> Temperature, Max Temp and Min Temp: -13.48 & -13.48 & -13.48 Humidity: 96 Clouds: 100 Wind Speed: 3
The outcome data of Kidal, ML: Lat & Lon --> 18.4411,1.4078 Weather Date --> 11/13/21 Weather --> Temperature, Max Temp and Min Temp: 26.25 & 26.25 & 26.25 Humidity: 12 Clouds: 98 Wind Speed: 5.01
The outcome data of Ushuaia, AR: Lat & Lon --> -54.8,-68.3 Weather Date --> 11/13/21 Weather --> Temperature, Max Temp and Min Temp: 14.81 & 14.81 & 14.81 Humidity: 29 Clouds: 40 Wind Speed: 4.12
The outcome data of Kisi, NG: Lat & Lon --> 9.0833,3.85 Weather Date --> 11/13/21 Weather --> Temperature, Max Temp and Min Temp: 25.94 & 25.94 & 25.94 Humidity: 58 Clouds: 8 Wind Speed: 1.28
The outcome data of Saint-Philippe, RE: Lat & Lon --> -21.3585,55.7679 Weather Date --> 11/13/21 Weather --> Temperature, Max Temp and Min Temp: 22.77 & 24.75 & 21.93 Humidity: 84 Clouds: 92 Wind Speed: 5.23
The outcome data of Albany, US: Lat & Lon --> 42.6001,-73.9662 Weather Date --> 11/13/21 Weather --> Temperature, Max Temp and Min Temp: 3.58 & 5.21 & 1.32 Humidity: 88 Clouds: 98 Wind Speed: 1.34
The outcome data of Marsh Harbour, BS: Lat & Lon --> 26.5412,-77.0636 Weather Date --> 11/13/21 Weather --> Temperature, Max Temp and Min Temp: 26.32 & 26.32 & 26.32 Humidity: 69 Clouds: 75 Wind Speed: 3.7
The outcome data of Provideniya, RU: Lat & Lon --> 64.3833,-173.3 Weather Date --> 11/13/21 Weather --> Temperature, Max Temp and Min Temp: -4.4 & -4.4 & -4.4 Humidity: 97 Clouds: 99 Wind Speed: 1.33
The outcome data of Shelburne, CA: Lat & Lon --> 44.0787,-80.2041 Weather Date --> 11/13/21 Weather --> Temperature, Max Temp and Min Temp: 1.48 & 4.04 & 0.69 Humidity: 100 Clouds: 85 Wind Speed: 6.99
The outcome data of Fallon, US: Lat & Lon --> 39.4735,-118.7774 Weather Date --> 11/13/21 Weather --> Temperature, Max Temp and Min Temp: 17.24 & 19.12 & 16.93 Humidity: 43 Clouds: 20 Wind Speed: 2.57
The outcome data of Qasigiannguit, GL: Lat & Lon --> 68.8193,-51.1922 Weather Date --> 11/13/21 Weather --> Temperature, Max Temp and Min Temp: -25.21 & -25.21 & -25.21 Humidity: 87 Clouds: 6 Wind Speed: 2.93
The outcome data of Chapais, CA: Lat & Lon --> 49.7834,-74.8492 Weather Date --> 11/13/21 Weather --> Temperature, Max Temp and Min Temp: 1.88 & 1.88 & 1.88 Humidity: 99 Clouds: 100 Wind Speed: 0.51
The outcome data of Tías, ES: Lat & Lon --> 28.9611,-13.645 Weather Date --> 11/13/21 Weather --> Temperature, Max Temp and Min Temp: 17.82 & 17.86 & 17.82 Humidity: 68 Clouds: 20 Wind Speed: 3.09
The outcome data of Tual, ID: Lat & Lon --> -5.6667,132.75 Weather Date --> 11/13/21 Weather --> Temperature, Max Temp and Min Temp: 28.85 & 28.85 & 28.85 Humidity: 72 Clouds: 80 Wind Speed: 2.84
The outcome data of Le Port, RE: Lat & Lon --> -20.9373,55.2919 Weather Date --> 11/13/21 Weather --> Temperature, Max Temp and Min Temp: 22.94 & 24.98 & 22.16 Humidity: 89 Clouds: 100 Wind Speed: 3.21
The outcome data of Lata, PT: Lat & Lon --> 40.1629,-8.3327 Weather Date --> 11/13/21 Weather --> Temperature, Max Temp and Min Temp: 12.35 & 13.78 & 9.48 Humidity: 72 Clouds: 75 Wind Speed: 1.54
The outcome data of Busselton, AU: Lat & Lon --> -33.65,115.3333 Weather Date --> 11/13/21 Weather --> Temperature, Max Temp and Min Temp: 12.25 & 12.25 & 10.6 Humidity: 67 Clouds: 30 Wind Speed: 7.59
The outcome data of Leningradskiy, RU: Lat & Lon --> 69.3833,178.4167 Weather Date --> 11/13/21 Weather --> Temperature, Max Temp and Min Temp: -14.06 & -14.06 & -14.06 Humidity: 97 Clouds: 98 Wind Speed: 2.22
The outcome data of Ribeira Grande, PT: Lat & Lon --> 38.5167,-28.7 Weather Date --> 11/13/21 Weather --> Temperature, Max Temp and Min Temp: 17.53 & 17.53 & 17.53 Humidity: 64 Clouds: 100 Wind Speed: 8.07
The outcome data of Fairbanks, US: Lat & Lon --> 64.8378,-147.7164 Weather Date --> 11/13/21 Weather --> Temperature, Max Temp and Min Temp: -18.28 & -15.98 & -21.81 Humidity: 78 Clouds: 40 Wind Speed: 0
The outcome data of Chokurdakh, RU: Lat & Lon --> 70.6333,147.9167 Weather Date --> 11/13/21 Weather --> Temperature, Max Temp and Min Temp: -19.52 & -19.52 & -19.52 Humidity: 89 Clouds: 100 Wind Speed: 4.33
The outcome data of Port Blair, IN: Lat & Lon --> 11.6667,92.75 Weather Date --> 11/13/21 Weather --> Temperature, Max Temp and Min Temp: 26.21 & 26.21 & 26.21 Humidity: 79 Clouds: 99 Wind Speed: 1.32
The outcome data of Tuktoyaktuk, CA: Lat & Lon --> 69.4541,-133.0374 Weather Date --> 11/13/21 Weather --> Temperature, Max Temp and Min Temp: -7 & -7 & -7 Humidity: 86 Clouds: 90 Wind Speed: 7.2
The outcome data of Adamovka, RU: Lat & Lon --> 51.5223,59.9396 Weather Date --> 11/13/21 Weather --> Temperature, Max Temp and Min Temp: -2.82 & -2.82 & -2.82 Humidity: 95 Clouds: 99 Wind Speed: 6.2
The outcome data of Chauk, MM: Lat & Lon --> 20.8833,94.8167 Weather Date --> 11/13/21 Weather --> Temperature, Max Temp and Min Temp: 25.24 & 25.24 & 25.24 Humidity: 82 Clouds: 100 Wind Speed: 0.61
The outcome data of Wattegama, LK: Lat & Lon --> 6.7989,81.4808 Weather Date --> 11/13/21 Weather --> Temperature, Max Temp and Min Temp: 23.9 & 23.9 & 23.9 Humidity: 86 Clouds: 100 Wind Speed: 0.49
The outcome data of Bambous Virieux, MU: Lat & Lon --> -20.3428,57.7575 Weather Date --> 11/13/21 Weather --> Temperature, Max Temp and Min Temp: 24.14 & 24.56 & 24.14 Humidity: 83 Clouds: 40 Wind Speed: 5.14
The outcome data of Lüderitz, NA: Lat & Lon --> -26.6481,15.1594 Weather Date --> 11/13/21 Weather --> Temperature, Max Temp and Min Temp: 19.67 & 19.67 & 19.67 Humidity: 58 Clouds: 6 Wind Speed: 7.75
The outcome data of San Jose, US: Lat & Lon --> 37.3394,-121.895 Weather Date --> 11/13/21 Weather --> Temperature, Max Temp and Min Temp: 23.61 & 27 & 18.18 Humidity: 49 Clouds: 20 Wind Speed: 0.45
The outcome data of Punta Arenas, CL: Lat & Lon --> -53.15,-70.9167 Weather Date --> 11/13/21 Weather --> Temperature, Max Temp and Min Temp: 12.06 & 12.06 & 11.73 Humidity: 50 Clouds: 90 Wind Speed: 4.63
The outcome data of Mackay, AU: Lat & Lon --> -21.15,149.2 Weather Date --> 11/13/21 Weather --> Temperature, Max Temp and Min Temp: 25.38 & 27.25 & 25.38 Humidity: 44 Clouds: 34 Wind Speed: 4.48
The outcome data of Banikoara, BJ: Lat & Lon --> 11.2985,2.4386 Weather Date --> 11/13/21 Weather --> Temperature, Max Temp and Min Temp: 27.34 & 27.34 & 27.34 Humidity: 32 Clouds: 21 Wind Speed: 1.65
The outcome data of Zhangaözen, KZ: Lat & Lon --> 43.3,52.8 Weather Date --> 11/13/21 Weather --> Temperature, Max Temp and Min Temp: 4.76 & 4.76 & 4.76 Humidity: 84 Clouds: 88 Wind Speed: 5.65
The outcome data of Rikitea, PF: Lat & Lon --> -23.1203,-134.9692 Weather Date --> 11/13/21 Weather --> Temperature, Max Temp and Min Temp: 22.97 & 22.97 & 22.97 Humidity: 73 Clouds: 47 Wind Speed: 5.6
The outcome data of Saint George, US: Lat & Lon --> 37.1041,-113.5841 Weather Date --> 11/13/21 Weather --> Temperature, Max Temp and Min Temp: 21.94 & 26.26 & 19.88 Humidity: 27 Clouds: 1 Wind Speed: 0.89
The outcome data of Boissevain, CA: Lat & Lon --> 49.2306,-100.0559 Weather Date --> 11/13/21 Weather --> Temperature, Max Temp and Min Temp: -4.64 & -3.86 & -4.72 Humidity: 96 Clouds: 100 Wind Speed: 4.55
The outcome data of Vaini, TO: Lat & Lon --> -21.2,-175.2 Weather Date --> 11/13/21 Weather --> Temperature, Max Temp and Min Temp: 26.09 & 26.09 & 26.09 Humidity: 78 Clouds: 40 Wind Speed: 4.63
The outcome data of Jamestown, US: Lat & Lon --> 42.097,-79.2353 Weather Date --> 11/13/21 Weather --> Temperature, Max Temp and Min Temp: 1.45 & 3.62 & 0.8 Humidity: 99 Clouds: 90 Wind Speed: 4.02
The outcome data of Luanda, AO: Lat & Lon --> -8.8368,13.2343 Weather Date --> 11/13/21 Weather --> Temperature, Max Temp and Min Temp: 26 & 26 & 26 Humidity: 78 Clouds: 40 Wind Speed: 3.6
The outcome data of Hithadhoo, MV: Lat & Lon --> -0.6,73.0833 Weather Date --> 11/13/21 Weather --> Temperature, Max Temp and Min Temp: 27.78 & 27.78 & 27.78 Humidity: 76 Clouds: 82 Wind Speed: 6.2
The outcome data of Grand Gaube, MU: Lat & Lon --> -20.0064,57.6608 Weather Date --> 11/13/21 Weather --> Temperature, Max Temp and Min Temp: 24.65 & 24.65 & 24.22 Humidity: 72 Clouds: 32 Wind Speed: 2.68
The outcome data of Opunake, NZ: Lat & Lon --> -39.4556,173.8583 Weather Date --> 11/13/21 Weather --> Temperature, Max Temp and Min Temp: 21.3 & 21.3 & 16.46 Humidity: 96 Clouds: 97 Wind Speed: 8.34
The outcome data of Bluff, NZ: Lat & Lon --> -46.6,168.3333 Weather Date --> 11/13/21 Weather --> Temperature, Max Temp and Min Temp: 9.98 & 9.98 & 9.98 Humidity: 89 Clouds: 100 Wind Speed: 4.62
The outcome data of Whitehorse, CA: Lat & Lon --> 60.7161,-135.0538 Weather Date --> 11/13/21 Weather --> Temperature, Max Temp and Min Temp: -1.82 & -1.57 & -2.72 Humidity: 74 Clouds: 75 Wind Speed: 4.92
The outcome data of Port Alfred, ZA: Lat & Lon --> -33.5906,26.891 Weather Date --> 11/13/21 Weather --> Temperature, Max Temp and Min Temp: 17.27 & 17.27 & 17.27 Humidity: 87 Clouds: 54 Wind Speed: 6.72
The outcome data of Whitianga, NZ: Lat & Lon --> -36.8333,175.7 Weather Date --> 11/13/21 Weather --> Temperature, Max Temp and Min Temp: 20.57 & 20.57 & 20.57 Humidity: 98 Clouds: 100 Wind Speed: 5.09
The outcome data of Hobart, AU: Lat & Lon --> -42.8794,147.3294 Weather Date --> 11/13/21 Weather --> Temperature, Max Temp and Min Temp: 11.04 & 11.81 & 9.04 Humidity: 68 Clouds: 75 Wind Speed: 1.34
The outcome data of Anloga, GH: Lat & Lon --> 5.7947,0.8973 Weather Date --> 11/13/21 Weather --> Temperature, Max Temp and Min Temp: 28.12 & 28.12 & 28.12 Humidity: 79 Clouds: 7 Wind Speed: 4.91
The outcome data of Constitución, CL: Lat & Lon --> -35.3333,-72.4167 Weather Date --> 11/13/21 Weather --> Temperature, Max Temp and Min Temp: 13.62 & 13.62 & 13.62 Humidity: 65 Clouds: 0 Wind Speed: 8.68
The outcome data of Hong Kong, HK: Lat & Lon --> 22.2855,114.1577 Weather Date --> 11/13/21 Weather --> Temperature, Max Temp and Min Temp: 19.35 & 20.74 & 17.98 Humidity: 60 Clouds: 6 Wind Speed: 0.89
The outcome data of Hamilton, US: Lat & Lon --> 39.1834,-84.5333 Weather Date --> 11/13/21 Weather --> Temperature, Max Temp and Min Temp: 3.88 & 4.77 & 2.55 Humidity: 74 Clouds: 90 Wind Speed: 1.34
The outcome data of Airai, TL: Lat & Lon --> -8.9266,125.4092 Weather Date --> 11/13/21 Weather --> Temperature, Max Temp and Min Temp: 17.6 & 17.6 & 17.6 Humidity: 89 Clouds: 100 Wind Speed: 0.56
The outcome data of Puerto Ayora, EC: Lat & Lon --> -0.7393,-90.3518 Weather Date --> 11/13/21 Weather --> Temperature, Max Temp and Min Temp: 24.98 & 24.98 & 24.98 Humidity: 77 Clouds: 18 Wind Speed: 4.75
The outcome data of Preobrazheniye, RU: Lat & Lon --> 42.9019,133.9064 Weather Date --> 11/13/21 Weather --> Temperature, Max Temp and Min Temp: 4.72 & 4.72 & 4.72 Humidity: 79 Clouds: 49 Wind Speed: 3.69
The outcome data of Walvis Bay, NA: Lat & Lon --> -22.9575,14.5053 Weather Date --> 11/13/21 Weather --> Temperature, Max Temp and Min Temp: 14.53 & 14.53 & 14.49 Humidity: 88 Clouds: 6 Wind Speed: 3.6
The outcome data of Qaanaaq, GL: Lat & Lon --> 77.484,-69.3632 Weather Date --> 11/13/21 Weather --> Temperature, Max Temp and Min Temp: -22.68 & -22.68 & -22.68 Humidity: 54 Clouds: 0 Wind Speed: 3.72
The outcome data of Acaraú, BR: Lat & Lon --> -2.8856,-40.12 Weather Date --> 11/13/21 Weather --> Temperature, Max Temp and Min Temp: 27.23 & 27.23 & 27.23 Humidity: 78 Clouds: 37 Wind Speed: 6.2
The outcome data of Athabasca, CA: Lat & Lon --> 54.7169,-113.2854 Weather Date --> 11/13/21 Weather --> Temperature, Max Temp and Min Temp: 6.5 & 7.9 & 6.23 Humidity: 46 Clouds: 11 Wind Speed: 8
The outcome data of Salalah, OM: Lat & Lon --> 17.0151,54.0924 Weather Date --> 11/13/21 Weather --> Temperature, Max Temp and Min Temp: 25.05 & 25.05 & 25.05 Humidity: 50 Clouds: 0 Wind Speed: 1.03
The outcome data of Kavieng, PG: Lat & Lon --> -2.5744,150.7967 Weather Date --> 11/13/21 Weather --> Temperature, Max Temp and Min Temp: 28.48 & 28.48 & 28.48 Humidity: 66 Clouds: 72 Wind Speed: 4.14
The outcome data of Tasiilaq, GL: Lat & Lon --> 65.6145,-37.6368 Weather Date --> 11/13/21 Weather --> Temperature, Max Temp and Min Temp: 0.09 & 0.09 & 0.09 Humidity: 92 Clouds: 100 Wind Speed: 13.47
The outcome data of Beira, MZ: Lat & Lon --> -19.8436,34.8389 Weather Date --> 11/13/21 Weather --> Temperature, Max Temp and Min Temp: 24.81 & 24.81 & 24.81 Humidity: 88 Clouds: 93 Wind Speed: 2.13
The outcome data of Cabedelo, BR: Lat & Lon --> -6.9811,-34.8339 Weather Date --> 11/13/21 Weather --> Temperature, Max Temp and Min Temp: 27.37 & 27.37 & 27.37 Humidity: 67 Clouds: 67 Wind Speed: 6.15
The outcome data of Opelousas, US: Lat & Lon --> 30.5335,-92.0815 Weather Date --> 11/13/21 Weather --> Temperature, Max Temp and Min Temp: 15.06 & 16.01 & 13.83 Humidity: 36 Clouds: 1 Wind Speed: 3.6
The outcome data of Vestmannaeyjar, IS: Lat & Lon --> 63.4427,-20.2734 Weather Date --> 11/13/21 Weather --> Temperature, Max Temp and Min Temp: 9.88 & 9.88 & 9.88 Humidity: 89 Clouds: 100 Wind Speed: 15.43
The outcome data of Corrente, BR: Lat & Lon --> -3.7367,-43.3394 Weather Date --> 11/13/21 Weather --> Temperature, Max Temp and Min Temp: 27.81 & 27.81 & 27.81 Humidity: 65 Clouds: 96 Wind Speed: 1.14
The outcome data of Mataura, NZ: Lat & Lon --> -46.1927,168.8643 Weather Date --> 11/13/21 Weather --> Temperature, Max Temp and Min Temp: 9.2 & 9.2 & 9.2 Humidity: 99 Clouds: 100 Wind Speed: 0.51
The outcome data of West Wendover, US: Lat & Lon --> 40.7391,-114.0733 Weather Date --> 11/13/21 Weather --> Temperature, Max Temp and Min Temp: 16.56 & 16.56 & 16.56 Humidity: 36 Clouds: 1 Wind Speed: 2.57
The outcome data of Chui, UY: Lat & Lon --> -33.6971,-53.4616 Weather Date --> 11/13/21 Weather --> Temperature, Max Temp and Min Temp: 18.07 & 18.07 & 18.07 Humidity: 69 Clouds: 1 Wind Speed: 8.55
The outcome data of Touros, BR: Lat & Lon --> -5.1989,-35.4608 Weather Date --> 11/13/21 Weather --> Temperature, Max Temp and Min Temp: 27.5 & 27.5 & 27.5 Humidity: 81 Clouds: 52 Wind Speed: 7.47
The outcome data of Hilo, US: Lat & Lon --> 19.7297,-155.09 Weather Date --> 11/13/21 Weather --> Temperature, Max Temp and Min Temp: 24.99 & 28.22 & 24.03 Humidity: 88 Clouds: 90 Wind Speed: 3.6
The outcome data of Lebu, CL: Lat & Lon --> -37.6167,-73.65 Weather Date --> 11/13/21 Weather --> Temperature, Max Temp and Min Temp: 12.74 & 12.74 & 12.74 Humidity: 65 Clouds: 8 Wind Speed: 4.84
The outcome data of Erzincan Province, TR: Lat & Lon --> 39.75,39.5 Weather Date --> 11/13/21 Weather --> Temperature, Max Temp and Min Temp: -2.39 & -2.39 & -2.39 Humidity: 93 Clouds: 6 Wind Speed: 0.51
The outcome data of Margate, GB: Lat & Lon --> 51.3813,1.3862 Weather Date --> 11/13/21 Weather --> Temperature, Max Temp and Min Temp: 10.59 & 11.09 & 9.83 Humidity: 87 Clouds: 100 Wind Speed: 1.34
The outcome data of Vodnyy, RU: Lat & Lon --> 63.5046,53.4095 Weather Date --> 11/13/21 Weather --> Temperature, Max Temp and Min Temp: -9.58 & -9.58 & -9.58 Humidity: 94 Clouds: 26 Wind Speed: 2.08
The outcome data of Anshun, CN: Lat & Lon --> 26.25,105.9333 Weather Date --> 11/13/21 Weather --> Temperature, Max Temp and Min Temp: 6.84 & 6.84 & 6.84 Humidity: 73 Clouds: 100 Wind Speed: 1.44
The outcome data of Kiruna, SE: Lat & Lon --> 67.8557,20.2251 Weather Date --> 11/13/21 Weather --> Temperature, Max Temp and Min Temp: -12.5 & -12.5 & -12.5 Humidity: 90 Clouds: 41 Wind Speed: 2.12
The outcome data of Diamantino, BR: Lat & Lon --> -14.4086,-56.4461 Weather Date --> 11/13/21 Weather --> Temperature, Max Temp and Min Temp: 24.36 & 24.36 & 24.36 Humidity: 86 Clouds: 100 Wind Speed: 1.87
The outcome data of Saint Paul Harbor, US: Lat & Lon --> 57.79,-152.4072 Weather Date --> 11/13/21 Weather --> Temperature, Max Temp and Min Temp: -2.27 & -2.27 & -2.27 Humidity: 64 Clouds: 90 Wind Speed: 2.57
The outcome data of Vila Velha, BR: Lat & Lon --> -20.3297,-40.2925 Weather Date --> 11/13/21 Weather --> Temperature, Max Temp and Min Temp: 18.3 & 18.97 & 18.3 Humidity: 95 Clouds: 90 Wind Speed: 0.89
The outcome data of San Cristobal, VE: Lat & Lon --> 7.7669,-72.225 Weather Date --> 11/13/21 Weather --> Temperature, Max Temp and Min Temp: 25.1 & 25.1 & 25.1 Humidity: 70 Clouds: 82 Wind Speed: 0.21
The outcome data of Atambua, ID: Lat & Lon --> -9.1061,124.8925 Weather Date --> 11/13/21 Weather --> Temperature, Max Temp and Min Temp: 24.23 & 24.23 & 24.23 Humidity: 87 Clouds: 100 Wind Speed: 0.33
The outcome data of Bosaso, SO: Lat & Lon --> 11.2842,49.1816 Weather Date --> 11/13/21 Weather --> Temperature, Max Temp and Min Temp: 25.09 & 25.09 & 25.09 Humidity: 75 Clouds: 8 Wind Speed: 2.05
The outcome data of Kungurtug, RU: Lat & Lon --> 50.5994,97.5228 Weather Date --> 11/13/21 Weather --> Temperature, Max Temp and Min Temp: -11.28 & -11.28 & -11.28 Humidity: 90 Clouds: 91 Wind Speed: 0.88
The outcome data of Jinka, ET: Lat & Lon --> 5.65,36.65 Weather Date --> 11/13/21 Weather --> Temperature, Max Temp and Min Temp: 18.32 & 18.32 & 18.32 Humidity: 72 Clouds: 56 Wind Speed: 1.39
The outcome data of Jalu, LY: Lat & Lon --> 29.0331,21.5482 Weather Date --> 11/13/21 Weather --> Temperature, Max Temp and Min Temp: 19.75 & 19.75 & 19.75 Humidity: 52 Clouds: 92 Wind Speed: 4.47
The outcome data of Avera, US: Lat & Lon --> 33.194,-82.5271 Weather Date --> 11/13/21 Weather --> Temperature, Max Temp and Min Temp: 14.87 & 17.93 & 12.73 Humidity: 33 Clouds: 0 Wind Speed: 5.63
The outcome data of Noumea, NC: Lat & Lon --> -22.2763,166.4572 Weather Date --> 11/13/21 Weather --> Temperature, Max Temp and Min Temp: 27.78 & 29.99 & 27.78 Humidity: 99 Clouds: 8 Wind Speed: 2.52
The outcome data of Porto-Novo, BJ: Lat & Lon --> 6.4965,2.6036 Weather Date --> 11/13/21 Weather --> Temperature, Max Temp and Min Temp: 26.14 & 26.14 & 26.14 Humidity: 83 Clouds: 2 Wind Speed: 2.7
The outcome data of Mahébourg, MU: Lat & Lon --> -20.4081,57.7 Weather Date --> 11/13/21 Weather --> Temperature, Max Temp and Min Temp: 24.16 & 24.58 & 24.16 Humidity: 83 Clouds: 40 Wind Speed: 5.14
The outcome data of Upernavik, GL: Lat & Lon --> 72.7868,-56.1549 Weather Date --> 11/13/21 Weather --> Temperature, Max Temp and Min Temp: -14.58 & -14.58 & -14.58 Humidity: 93 Clouds: 97 Wind Speed: 2.22
The outcome data of Grenfell, AU: Lat & Lon --> -33.9,148.1667 Weather Date --> 11/13/21 Weather --> Temperature, Max Temp and Min Temp: 11.29 & 11.29 & 11.29 Humidity: 72 Clouds: 6 Wind Speed: 5.34
The outcome data of Carutapera, BR: Lat & Lon --> -1.195,-46.02 Weather Date --> 11/13/21 Weather --> Temperature, Max Temp and Min Temp: 26.55 & 26.55 & 26.55 Humidity: 78 Clouds: 66 Wind Speed: 3.27
The outcome data of San Quintín, MX: Lat & Lon --> 30.4833,-115.95 Weather Date --> 11/13/21 Weather --> Temperature, Max Temp and Min Temp: 24.85 & 24.85 & 24.85 Humidity: 34 Clouds: 8 Wind Speed: 3.55
The outcome data of Dindori, IN: Lat & Lon --> 22.95,81.0833 Weather Date --> 11/13/21 Weather --> Temperature, Max Temp and Min Temp: 17.29 & 17.29 & 17.29 Humidity: 82 Clouds: 33 Wind Speed: 1.53
The outcome data of Sitka, US: Lat & Lon --> 57.0531,-135.33 Weather Date --> 11/13/21 Weather --> Temperature, Max Temp and Min Temp: 4.94 & 4.94 & 4.94 Humidity: 75 Clouds: 90 Wind Speed: 3.6
The outcome data of Ancud, CL: Lat & Lon --> -41.8697,-73.8203 Weather Date --> 11/13/21 Weather --> Temperature, Max Temp and Min Temp: 12.74 & 13.57 & 12.74 Humidity: 74 Clouds: 13 Wind Speed: 5.04
The outcome data of Atuona, PF: Lat & Lon --> -9.8,-139.0333 Weather Date --> 11/13/21 Weather --> Temperature, Max Temp and Min Temp: 25.57 & 25.57 & 25.57 Humidity: 63 Clouds: 7 Wind Speed: 5.57
The outcome data of Longyearbyen, SJ: Lat & Lon --> 78.2186,15.6401 Weather Date --> 11/13/21 Weather --> Temperature, Max Temp and Min Temp: -13.09 & -13.09 & -13.09 Humidity: 61 Clouds: 40 Wind Speed: 6.69
The outcome data of Bathsheba, BB: Lat & Lon --> 13.2167,-59.5167 Weather Date --> 11/13/21 Weather --> Temperature, Max Temp and Min Temp: 27.34 & 27.34 & 27.34 Humidity: 78 Clouds: 40 Wind Speed: 7.72
The outcome data of Angra dos Reis, BR: Lat & Lon --> -23.0067,-44.3181 Weather Date --> 11/13/21 Weather --> Temperature, Max Temp and Min Temp: 19.98 & 19.98 & 19.98 Humidity: 83 Clouds: 96 Wind Speed: 1.4
The outcome data of Kapaa, US: Lat & Lon --> 22.0752,-159.319 Weather Date --> 11/13/21 Weather --> Temperature, Max Temp and Min Temp: 26.92 & 27.99 & 26.73 Humidity: 70 Clouds: 20 Wind Speed: 2.68
The outcome data of Paraíso, CR: Lat & Lon --> 9.8383,-83.8656 Weather Date --> 11/13/21 Weather --> Temperature, Max Temp and Min Temp: 21.1 & 23.48 & 20.79 Humidity: 82 Clouds: 55 Wind Speed: 1.96
The outcome data of Castro, BR: Lat & Lon --> -24.7911,-50.0119 Weather Date --> 11/13/21 Weather --> Temperature, Max Temp and Min Temp: 13.46 & 13.46 & 13.46 Humidity: 86 Clouds: 0 Wind Speed: 4.9
The outcome data of Coquimbo, CL: Lat & Lon --> -29.9533,-71.3436 Weather Date --> 11/13/21 Weather --> Temperature, Max Temp and Min Temp: 16.85 & 16.85 & 16.85 Humidity: 67 Clouds: 0 Wind Speed: 8.23
The outcome data of Stephenville, US: Lat & Lon --> 32.2207,-98.2023 Weather Date --> 11/13/21 Weather --> Temperature, Max Temp and Min Temp: 20.6 & 22.05 & 19.5 Humidity: 22 Clouds: 1 Wind Speed: 4.12
The outcome data of Jimma, ET: Lat & Lon --> 7.6667,36.8333 Weather Date --> 11/13/21 Weather --> Temperature, Max Temp and Min Temp: 16.31 & 16.31 & 16.31 Humidity: 85 Clouds: 66 Wind Speed: 0.2
The outcome data of Mount Gambier, AU: Lat & Lon --> -37.8333,140.7667 Weather Date --> 11/13/21 Weather --> Temperature, Max Temp and Min Temp: 9.95 & 9.95 & 9.95 Humidity: 81 Clouds: 40 Wind Speed: 8.75
